id,start_date,end_date,low,medium,high
400527,1397-03-01,1397-04-20,2740,8180,3100
500609,1397-03-20,1397-04-21,15680,19600,7480
500563,1397-04-04,1397-05-07,7280,12120,3360
400242,1397-05-12,1397-06-12,6450,9960,3480
400242,1397-06-12,1397-07-14,3090,5910,1890
500609,1397-07-21,1397-08-22,16560,24920,8200
400527,1397-07-21,1397-08-20,2500,5260,1620
400242,1397-07-14,1397-08-14,1260,1890,720
400242,1397-08-14,1397-09-14,1800,2880,960
400527,1397-09-23,1397-10-22,460,2260,500
400242,1397-10-11,1397-11-14,2970,3900,1170
400527,1397-10-22,1397-11-16,0,0,0
400242,1397-11-14,1397-12-09,2340,4320,1470
400527,1397-11-16,1397-12-16,0,0,0
500563,1397-01-17,1397-02-05,6280,11960,3440
400242,1397-01-21,1397-02-09,1200,1860,630
500563,1397-02-05,1397-02-28,4680,7520,2440
500609,1397-02-18,1397-03-20,17920,28400,8920
400242,1397-04-13,1397-05-12,7140,11100,3660
400527,1397-04-20,1397-05-20,3100,6400,2460
500609,1397-04-21,1397-05-21,20440,32480,10480
500563,1397-05-07,1397-06-06,10520,13960,5480
500563,1397-06-06,1397-07-09,8520,12040,5480
400527,1397-05-20,1397-06-17,3940,6760,2280
500609,1397-05-21,1397-06-18,17360,26200,8480
500609,1397-06-18,1397-07-21,21680,32520,10880
400527,1397-06-17,1397-07-21,3540,6760,1740
500563,1397-07-09,1397-08-02,7440,11880,2480
500563,1397-08-02,1397-09-07,4560,8920,1920
400527,1397-08-20,1397-09-23,420,1700,620
500563,1397-09-07,1397-10-04,8440,10520,4680
400242,1397-09-14,1397-10-11,2520,3810,1260
500563,1397-10-04,1397-11-01,0,0,0
500563,1397-11-01,1397-11-30,15840,23960,8040
500563,1397-11-30,1398-01-17,12320,18920,6320
400527,1397-12-16,1398-01-28,2040,6400,1980
500609,1397-08-22,1398-01-31,27640,41720,13840
500563,1398-01-17,1398-02-10,9160,15800,4160
400527,1398-02-26,1398-03-23,860,3220,2460
500609,1398-02-27,1398-03-23,16680,21920,11120
400242,1398-02-17,1398-03-18,3570,3660,2610
500563,1398-03-10,1398-04-08,0,0,2040
500563,1398-04-08,1398-05-08,9760,8560,7360
400242,1398-04-13,1398-05-14,11790,15060,9960
500609,1398-04-25,1398-05-24,19720,24440,14080
500563,1398-06-02,1398-07-01,9960,12320,7440
500609,1398-05-24,1398-07-01,28440,34840,21120
400242,1398-06-02,1398-07-01,5610,7560,4740
400527,1398-06-02,1398-07-01,2820,3640,2360
400242,1398-03-18,1398-07-01,25680,32850,20490
400527,1398-07-01,1398-08-01,2160,6040,1460
500609,1398-07-01,1398-08-01,16480,26720,6160
500563,1398-07-01,1398-08-01,10000,16600,3880
400242,1398-07-01,1398-08-01,4590,7500,1710
500609,1398-09-01,1398-10-01,7760,12840,3120
500563,1398-09-01,1398-10-01,10240,16840,3960
400527,1398-09-01,1398-10-01,440,2640,1040
400242,1398-09-01,1398-10-01,2610,4200,960
500609,1398-09-01,1398-10-01,7760,12840,3120
400242,1398-10-01,1398-10-27,2400,3990,960
500609,1398-10-01,1398-10-27,0,0,0
500563,1398-10-01,1398-10-27,8120,13120,3080
400527,1398-10-01,1398-10-27,0,0,0
500609,1398-11-25,1398-12-25,11720,19160,4280
400242,1398-11-25,1398-12-25,2850,4680,1080
400527,1398-11-25,1398-12-25,0,0,0
400242,1397-12-09,1398-01-21,3390,5040,1770
400242,1398-01-21,1398-02-17,2190,4860,1170
500609,1398-01-31,1398-02-27,20040,29440,9800
400527,1398-01-28,1398-02-26,1720,4940,1220
500563,1398-02-10,1398-03-10,9840,14800,5080
400242,1398-03-18,1398-04-13,3030,3840,1890
400527,1398-03-23,1398-04-23,1180,3220,2120
500609,1398-03-23,1398-04-25,17520,21920,14000
500563,1398-05-08,1398-06-02,8000,10120,6200
400242,1398-05-14,1398-06-02,5250,6390,3900
400527,1398-04-23,1398-06-02,6420,6700,5620
500609,1398-08-01,1398-09-01,16120,25720,6040
400242,1398-08-01,1398-09-01,2040,3270,720
500563,1398-08-01,1398-09-01,10240,16200,3720
400527,1398-08-01,1398-09-01,660,2520,740
400527,1398-10-27,1398-11-25,0,0,0
400242,1398-10-27,1398-11-25,2670,4350,990
500563,1398-10-27,1398-11-25,8040,13560,3280
500609,1398-10-27,1398-11-25,0,0,0
500563,1398-11-25,1398-12-25,10920,18240,4280
500609,1398-12-25,1399-01-20,13760,22600,5400
400527,1398-12-25,1399-01-20,1180,2120,420
400242,1399-01-20,1399-02-20,3360,5130,1110
400527,1399-01-20,1399-02-20,460,1400,460
500609,1399-01-20,1399-02-20,13240,21280,4960
400527,1399-02-20,1399-03-18,1000,2920,1880
500609,1399-02-20,1399-03-18,17280,23680,9920
400242,1399-02-20,1399-03-18,4080,5640,2550
500563,1399-02-20,1399-03-18,9640,13720,5800
500609,1399-03-18,1399-04-18,18160,21760,12960
400527,1399-03-18,1399-04-18,2960,3440,2040
500609,1399-04-18,1399-05-18,15680,18960,10960
500563,1399-04-18,1399-05-18,10080,12560,7560
400242,1399-05-18,1399-06-18,5910,7950,5430
400527,1399-05-18,1399-06-18,2420,3540,2380
500563,1399-05-18,1399-06-18,10320,12720,7680
500609,1399-05-18,1399-06-18,16520,20560,12160
500563,1399-06-18,1399-07-18,10280,14760,5400
400527,1399-06-18,1399-07-18,1560,2780,1500
500609,1399-06-18,1399-07-18,16240,23440,8800
400242,1399-06-18,1399-07-18,3690,5070,2490
500563,1399-11-18,1399-12-13,10800,17480,4040
500609,1399-11-18,1399-12-13,8440,14360,3360
400242,1399-11-18,1399-12-13,2190,3660,840
400527,1399-11-18,1399-12-13,280,620,160
500563,1399-07-18,1399-08-18,11040,17840,4080
400527,1399-07-18,1399-08-18,540,2640,880
400242,1399-07-18,1399-08-18,1830,3000,660
500609,1399-07-18,1399-08-18,15720,25320,5880
500609,1399-08-18,1399-09-17,14320,23560,5560
400242,1399-08-18,1399-09-17,1830,3000,690
500563,1399-08-18,1399-09-17,10680,17600,4040
400527,1399-08-18,1399-09-17,1060,3860,1340
500609,1399-09-17,1399-10-17,400,600,200
400527,1399-09-17,1399-10-17,1220,2500,620
400242,1399-09-17,1399-10-17,1770,2910,660
500563,1399-09-17,1399-10-17,11840,19080,4440
500609,1399-10-17,1399-11-18,0,160,40
500563,1399-10-17,1399-11-18,12840,21040,4840
400527,1399-10-17,1399-11-18,80,260,60
400242,1399-10-17,1399-11-18,2280,3900,960
400242,1398-12-25,1399-01-20,1800,2970,660
500563,1398-12-25,1399-01-20,8760,14200,3200
500563,1399-01-20,1399-02-20,6520,11120,2560
400242,1399-03-18,1399-04-18,5760,7590,4650
500563,1399-03-18,1399-04-18,10000,12440,7480
400527,1399-04-18,1399-05-18,2280,3860,2760
400242,1399-04-18,1399-05-18,7200,9360,5760
